Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
Research Independent Study in Science Education | PHARM 293,IND Section 01,1381,1,1,0.0,No,2021-06-29 19:25:36.434119
Research Independent Study | PHARM 493,IND Section 27,1365,2,2,0.0,No,2021-06-29 19:27:52.928810
Research Independent Study | PHARM 493,IND Section 40,1366,1,1,0.0,No,2021-06-29 19:27:55.257863
Research Independent Study | PHARM 493,IND Section 41,1367,3,3,0.0,No,2021-06-29 19:27:57.593585
Research Independent Study | PHARM 493,IND Section 42,1368,1,1,0.0,No,2021-06-29 19:27:59.954913
Research Independent Study | PHARM 493,IND Section 43,1369,3,3,0.0,No,2021-06-29 19:28:02.307061
Research Independent Study | PHARM 493,IND Section 44,1370,2,2,0.0,No,2021-06-29 19:28:04.738453
Research Independent Study | PHARM 493,IND Section 45,1371,2,2,0.0,No,2021-06-29 19:28:07.091786
Research Independent Study | PHARM 493,IND Section 46,1372,2,2,0.0,No,2021-06-29 19:28:09.403792
Research Independent Study | PHARM 493,IND Section 47,1373,2,2,0.0,No,2021-06-29 19:28:11.809632
Research Independent Study | PHARM 493,IND Section 48,1374,2,2,0.0,No,2021-06-29 19:28:14.124132
Research Independent Study | PHARM 493,IND Section 49,1375,1,1,0.0,No,2021-06-29 19:28:16.516540
Research Independent Study | PHARM 494,IND Section 01,1337,2,2,0.0,No,2021-06-29 19:28:18.837015
Research Independent Study | PHARM 494,IND Section 02,1338,2,2,0.0,No,2021-06-29 19:28:21.171424
Research Independent Study | PHARM 495,IND Section 01,1376,1,1,0.0,No,2021-06-29 19:28:23.506163
Research Independent Study | PHARM 495,IND Section 02,1377,1,1,0.0,No,2021-06-29 19:28:25.836429
Research Independent Study | PHARM 495,IND Section 03,1378,2,2,0.0,No,2021-06-29 19:28:28.144877
Research Independent Study | PHARM 495,IND Section 04,1379,2,2,0.0,No,2021-06-29 19:28:30.569529
