Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
"Chemistry, Technology, and Society | CHEM 91",Lecture Section 01,5011,75,75,0.0,No,2021-06-30 21:37:54.252361
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 221,5106,14,14,0.0,No,2021-06-30 21:39:15.673543
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 222,10240,14,14,0.0,No,2021-06-30 21:39:18.115011
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 311,5107,14,14,0.0,No,2021-06-30 21:39:20.525644
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 312,10241,14,14,0.0,No,2021-06-30 21:39:22.954724
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 321,5108,14,14,0.0,No,2021-06-30 21:39:25.357871
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 322,10242,14,14,0.0,No,2021-06-30 21:39:27.753089
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 331,5109,14,14,0.0,No,2021-06-30 21:39:30.132712
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 332,10243,14,14,0.0,No,2021-06-30 21:39:32.575219
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 341,5110,14,14,0.0,No,2021-06-30 21:39:34.913784
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 342,10244,14,14,0.0,No,2021-06-30 21:39:37.394801
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 411,5111,14,14,0.0,No,2021-06-30 21:39:39.765699
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 412,10245,14,14,0.0,No,2021-06-30 21:39:42.167240
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 421,5112,14,14,0.0,No,2021-06-30 21:39:44.589418
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 422,10246,14,14,0.0,No,2021-06-30 21:39:47.331571
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 431,5113,14,14,0.0,No,2021-06-30 21:39:49.748217
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 432,10247,14,14,0.0,No,2021-06-30 21:39:52.197572
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 611,5114,14,14,0.0,No,2021-06-30 21:39:54.614332
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 612,10248,14,14,0.0,No,2021-06-30 21:39:57.071918
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 621,5115,14,14,0.0,No,2021-06-30 21:39:59.583964
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 622,10249,14,14,0.0,No,2021-06-30 21:40:02.149537
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 631,5116,14,14,0.0,No,2021-06-30 21:40:04.535426
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 632,10250,14,14,0.0,No,2021-06-30 21:40:07.067288
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 641,5117,14,14,0.0,No,2021-06-30 21:40:09.594199
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 642,10251,14,14,0.0,No,2021-06-30 21:40:12.043156
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 711,5118,14,14,0.0,No,2021-06-30 21:40:14.376022
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 712,10252,14,14,0.0,No,2021-06-30 21:40:16.750357
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 721,5119,14,14,0.0,No,2021-06-30 21:40:19.090360
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 722,10253,14,14,0.0,No,2021-06-30 21:40:21.522299
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 731,5120,14,14,0.0,No,2021-06-30 21:40:23.881533
Core Concepts in Chemistry (Lab) | CHEM 101L9,Laboratory Section 732,10254,14,14,0.0,No,2021-06-30 21:40:26.310982
Honors Chemistry: Core Concepts in Context | CHEM 110DL,Lecture Section 001,5097,100,100,0.0,No,2021-06-30 21:40:28.743139
Honors Chemistry: Core Concepts in Context | CHEM 110DL,Discussion Section 10D,5098,25,25,0.0,No,2021-06-30 21:40:31.158098
Honors Chemistry: Core Concepts in Context | CHEM 110DL,Discussion Section 11D,5099,25,25,0.0,No,2021-06-30 21:40:33.580730
Honors Chemistry: Core Concepts in Context | CHEM 110DL,Discussion Section 12D,5100,25,25,0.0,No,2021-06-30 21:40:36.092866
Honors Chemistry: Core Concepts in Context | CHEM 110DL,Discussion Section 13D,5101,25,25,0.0,No,2021-06-30 21:40:38.501452
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 111,5121,14,14,0.0,No,2021-06-30 21:40:40.897433
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 112,10255,14,14,0.0,No,2021-06-30 21:40:43.309689
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 311,5122,14,14,0.0,No,2021-06-30 21:40:45.767950
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 312,10256,14,14,0.0,No,2021-06-30 21:40:48.177013
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 411,5123,14,14,0.0,No,2021-06-30 21:40:50.566959
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 412,10257,14,14,0.0,No,2021-06-30 21:40:52.966775
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 611,5124,14,14,0.0,No,2021-06-30 21:40:55.519846
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 612,10258,14,14,0.0,No,2021-06-30 21:40:57.959250
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 711,5125,14,14,0.0,No,2021-06-30 21:41:00.319523
Honors Chemistry: Core Concepts in Context (Lab) | CHEM 110L9,Laboratory Section 712,10259,14,14,0.0,No,2021-06-30 21:41:02.871112
Organic Chemistry I | CHEM 201DL,Lecture Section 001,5013,175,175,0.0,No,2021-06-30 21:41:05.333060
Organic Chemistry I | CHEM 201DL,Lecture Section 002,5014,150,150,0.0,No,2021-06-30 21:41:07.662184
Organic Chemistry I | CHEM 201DL,Discussion Section 11D,5015,20,20,0.0,No,2021-06-30 21:41:10.123407
Organic Chemistry I | CHEM 201DL,Discussion Section 12D,5016,20,20,0.0,No,2021-06-30 21:41:12.566239
Organic Chemistry I | CHEM 201DL,Discussion Section 13D,5017,20,20,0.0,No,2021-06-30 21:41:14.982148
Organic Chemistry I | CHEM 201DL,Discussion Section 14D,5018,20,20,0.0,No,2021-06-30 21:41:17.363238
Organic Chemistry I | CHEM 201DL,Discussion Section 15D,5019,20,20,0.0,No,2021-06-30 21:41:19.776226
Organic Chemistry I | CHEM 201DL,Discussion Section 16D,5020,20,20,0.0,No,2021-06-30 21:41:22.214663
Organic Chemistry I | CHEM 201DL,Discussion Section 17D,5021,20,20,0.0,No,2021-06-30 21:41:24.665281
Organic Chemistry I | CHEM 201DL,Discussion Section 18D,5022,20,20,0.0,No,2021-06-30 21:41:27.335673
Organic Chemistry I | CHEM 201DL,Discussion Section 21D,5023,20,20,0.0,No,2021-06-30 21:41:29.931831
Organic Chemistry I | CHEM 201DL,Discussion Section 22D,5024,20,20,0.0,No,2021-06-30 21:41:32.465089
Organic Chemistry I | CHEM 201DL,Discussion Section 23D,5025,20,20,0.0,No,2021-06-30 21:41:35.009360
Organic Chemistry I | CHEM 201DL,Discussion Section 24D,5026,20,20,0.0,No,2021-06-30 21:41:37.661001
Organic Chemistry I | CHEM 201DL,Discussion Section 25D,5027,20,20,0.0,No,2021-06-30 21:41:40.064142
Organic Chemistry I | CHEM 201DL,Discussion Section 26D,5028,20,20,0.0,No,2021-06-30 21:41:42.624446
Organic Chemistry I | CHEM 201DL,Discussion Section 27D,5029,20,20,0.0,No,2021-06-30 21:41:45.047994
Organic Chemistry I | CHEM 201DL,Discussion Section 28D,5030,20,20,0.0,No,2021-06-30 21:41:47.434289
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 111,5056,14,14,0.0,No,2021-06-30 21:41:49.803837
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 112,10260,14,14,0.0,No,2021-06-30 21:41:52.162075
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 121,5057,14,14,0.0,No,2021-06-30 21:41:54.514127
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 211,5058,14,14,0.0,No,2021-06-30 21:41:56.859507
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 212,10261,14,14,0.0,No,2021-06-30 21:41:59.332421
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 311,5059,14,14,0.0,No,2021-06-30 21:42:01.778825
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 312,10262,14,14,0.0,No,2021-06-30 21:42:04.325410
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 321,5060,14,14,0.0,No,2021-06-30 21:42:06.746584
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 322,10263,14,14,0.0,No,2021-06-30 21:42:09.252979
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 411,5061,14,14,0.0,No,2021-06-30 21:42:11.643860
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 412,10264,14,14,0.0,No,2021-06-30 21:42:14.071722
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 421,5062,14,14,0.0,No,2021-06-30 21:42:16.584148
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 422,10265,14,14,0.0,No,2021-06-30 21:42:19.043654
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 611,5063,14,14,0.0,No,2021-06-30 21:42:21.384048
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 612,10266,14,14,0.0,No,2021-06-30 21:42:23.817448
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 621,5064,14,14,0.0,No,2021-06-30 21:42:26.302932
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 622,10267,14,14,0.0,No,2021-06-30 21:42:28.866189
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 711,5065,14,14,0.0,No,2021-06-30 21:42:31.380991
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 712,10268,14,14,0.0,No,2021-06-30 21:42:34.111403
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 721,5066,14,14,0.0,No,2021-06-30 21:42:36.669117
Organic Chemistry Laboratory | CHEM 201L9,Laboratory Section 722,10269,14,14,0.0,No,2021-06-30 21:42:39.093495
Organic Chemistry II | CHEM 202D,Lecture Section 001,5031,140,140,0.0,No,2021-06-30 21:42:41.472572
Organic Chemistry II | CHEM 202D,Lecture Section 002,5032,140,140,0.0,No,2021-06-30 21:42:43.890330
Organic Chemistry II | CHEM 202D,Discussion Section 10D,5033,25,25,0.0,No,2021-06-30 21:42:46.273311
Organic Chemistry II | CHEM 202D,Discussion Section 11D,5034,25,25,0.0,No,2021-06-30 21:42:48.644899
Organic Chemistry II | CHEM 202D,Discussion Section 12D,5035,25,25,0.0,No,2021-06-30 21:42:50.971077
Organic Chemistry II | CHEM 202D,Discussion Section 13D,5036,25,25,0.0,No,2021-06-30 21:42:53.304961
Organic Chemistry II | CHEM 202D,Discussion Section 14D,5037,25,25,0.0,No,2021-06-30 21:42:55.883370
Organic Chemistry II | CHEM 202D,Discussion Section 15D,5038,25,25,0.0,No,2021-06-30 21:42:58.255039
Organic Chemistry II | CHEM 202D,Discussion Section 20D,5039,25,25,0.0,No,2021-06-30 21:43:00.566543
Organic Chemistry II | CHEM 202D,Discussion Section 21D,5040,25,25,0.0,No,2021-06-30 21:43:02.895262
Organic Chemistry II | CHEM 202D,Discussion Section 22D,5041,25,25,0.0,No,2021-06-30 21:43:05.247094
Organic Chemistry II | CHEM 202D,Discussion Section 23D,5042,25,25,0.0,No,2021-06-30 21:43:07.576800
Organic Chemistry II | CHEM 202D,Discussion Section 24D,5043,25,25,0.0,No,2021-06-30 21:43:09.911747
Organic Chemistry II | CHEM 202D,Discussion Section 25D,5044,25,25,0.0,No,2021-06-30 21:43:12.232406
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 113,10179,14,14,0.0,No,2021-06-30 21:43:14.603231
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 114,10180,14,14,0.0,No,2021-06-30 21:43:16.977040
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 123,10181,14,14,0.0,No,2021-06-30 21:43:19.335844
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 313,10182,14,14,0.0,No,2021-06-30 21:43:21.695973
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 314,10183,14,14,0.0,No,2021-06-30 21:43:24.094355
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 413,10184,14,14,0.0,No,2021-06-30 21:43:26.441523
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 414,10185,14,14,0.0,No,2021-06-30 21:43:28.799269
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 423,10186,14,14,0.0,No,2021-06-30 21:43:31.179647
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 613,10187,14,14,0.0,No,2021-06-30 21:43:33.542452
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 614,10188,14,14,0.0,No,2021-06-30 21:43:35.936676
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 623,10189,14,14,0.0,No,2021-06-30 21:43:38.507323
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 713,10190,14,14,0.0,No,2021-06-30 21:43:40.916588
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 714,10191,14,14,0.0,No,2021-06-30 21:43:43.287464
Organic Chemistry II Laboratory | CHEM 202L,Laboratory Section 723,10192,14,14,0.0,No,2021-06-30 21:43:45.796777
Modern Applications of Chemical Principles | CHEM 210D,Lecture Section 001,5092,200,200,0.0,No,2021-06-30 21:43:48.172990
Modern Applications of Chemical Principles | CHEM 210D,Discussion Section 10D,5093,30,30,0.0,No,2021-06-30 21:43:50.522332
Modern Applications of Chemical Principles | CHEM 210D,Discussion Section 11D,5094,30,30,0.0,No,2021-06-30 21:43:52.850074
Modern Applications of Chemical Principles | CHEM 210D,Discussion Section 12D,5095,30,30,0.0,No,2021-06-30 21:43:55.196374
Modern Applications of Chemical Principles | CHEM 210D,Discussion Section 13D,5096,30,30,0.0,No,2021-06-30 21:43:57.590835
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 111,10168,12,12,0.0,No,2021-06-30 21:44:00.004192
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 112,10169,12,12,0.0,No,2021-06-30 21:44:02.398399
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 311,10170,12,12,0.0,No,2021-06-30 21:44:04.862392
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 312,10171,12,12,0.0,No,2021-06-30 21:44:07.488490
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 411,10172,12,12,0.0,No,2021-06-30 21:44:10.006529
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 412,10173,12,12,0.0,No,2021-06-30 21:44:12.562862
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 611,10174,12,12,0.0,No,2021-06-30 21:44:15.059305
Modern Applications of Chemical Principles Laboratory | CHEM 210L,Laboratory Section 712,10175,12,12,0.0,No,2021-06-30 21:44:17.572555
Introduction to Research Independent Study | CHEM 295,Lecture Section 01,5067,35,35,0.0,No,2021-06-30 21:44:20.002235
Elements of Physical Chemistry | CHEM 301,Lecture Section 01,5045,50,50,0.0,No,2021-06-30 21:44:22.423390
Physical Chemistry I | CHEM 310,Lecture Section 01,5046,35,35,0.0,No,2021-06-30 21:44:24.933669
Physical Chemistry I Laboratory | CHEM 310L,Laboratory Section 31,10134,12,12,0.0,No,2021-06-30 21:44:27.475720
Physical Chemistry I Laboratory | CHEM 310L,Laboratory Section 41,10135,12,12,0.0,No,2021-06-30 21:44:30.018805
Research Independent Study | CHEM 393,IND Section 01,2191,10,10,0.0,No,2021-06-30 21:44:32.391884
Research Independent Study | CHEM 393,IND Section 02,2192,10,10,0.0,No,2021-06-30 21:44:34.755440
Research Independent Study | CHEM 393,IND Section 03,2193,10,10,0.0,No,2021-06-30 21:44:37.134732
Research Independent Study | CHEM 393,IND Section 04,2194,10,10,0.0,No,2021-06-30 21:44:39.586565
Research Independent Study | CHEM 393,IND Section 05,2195,10,10,0.0,No,2021-06-30 21:44:41.938742
Research Independent Study | CHEM 393,IND Section 06,2196,10,10,0.0,No,2021-06-30 21:44:44.503067
Research Independent Study | CHEM 393,IND Section 07,2197,10,10,0.0,No,2021-06-30 21:44:46.870055
Research Independent Study | CHEM 393,IND Section 08,2198,10,10,0.0,No,2021-06-30 21:44:49.203891
Research Independent Study | CHEM 393,IND Section 09,2199,10,10,0.0,No,2021-06-30 21:44:51.556156
Research Independent Study | CHEM 393,IND Section 10,2200,10,10,0.0,No,2021-06-30 21:44:53.912231
Research Independent Study | CHEM 393,IND Section 11,2201,10,10,0.0,No,2021-06-30 21:44:56.340180
Research Independent Study | CHEM 393,IND Section 12,2202,10,10,0.0,No,2021-06-30 21:44:58.820409
Research Independent Study | CHEM 393,IND Section 13,2203,10,10,0.0,No,2021-06-30 21:45:01.222118
Research Independent Study | CHEM 393,IND Section 14,2204,10,10,0.0,No,2021-06-30 21:45:03.638418
Research Independent Study | CHEM 393,IND Section 15,2205,10,10,0.0,No,2021-06-30 21:45:05.964012
Research Independent Study | CHEM 393,IND Section 16,2206,10,10,0.0,No,2021-06-30 21:45:08.315698
Research Independent Study | CHEM 393,IND Section 17,2207,10,10,0.0,No,2021-06-30 21:45:10.657021
Research Independent Study | CHEM 393,IND Section 18,2208,10,10,0.0,No,2021-06-30 21:45:13.011992
Research Independent Study | CHEM 393,IND Section 19,2209,10,10,0.0,No,2021-06-30 21:45:15.482793
Research Independent Study | CHEM 393,IND Section 20,2210,10,10,0.0,No,2021-06-30 21:45:18.112577
Research Independent Study | CHEM 393,IND Section 21,2211,10,10,0.0,No,2021-06-30 21:45:20.455581
Research Independent Study | CHEM 393,IND Section 22,2212,10,10,0.0,No,2021-06-30 21:45:22.763693
Research Independent Study | CHEM 394,IND Section 01,2168,10,10,0.0,No,2021-06-30 21:45:25.087326
Research Independent Study | CHEM 394,IND Section 02,2169,10,10,0.0,No,2021-06-30 21:45:27.434884
Research Independent Study | CHEM 394,IND Section 03,2170,10,10,0.0,No,2021-06-30 21:45:29.807827
Research Independent Study | CHEM 394,IND Section 04,2171,10,10,0.0,No,2021-06-30 21:45:32.131926
Research Independent Study | CHEM 394,IND Section 05,5047,10,10,0.0,No,2021-06-30 21:45:34.442772
Research Independent Study | CHEM 394,IND Section 06,2172,10,10,0.0,No,2021-06-30 21:45:36.750909
Research Independent Study | CHEM 394,IND Section 07,2173,10,10,0.0,No,2021-06-30 21:45:39.074214
Research Independent Study | CHEM 394,IND Section 08,2174,10,10,0.0,No,2021-06-30 21:45:41.516996
Research Independent Study | CHEM 394,IND Section 09,2175,10,10,0.0,No,2021-06-30 21:45:43.913171
Research Independent Study | CHEM 394,IND Section 10,2176,10,10,0.0,No,2021-06-30 21:45:46.227109
Research Independent Study | CHEM 394,IND Section 11,2177,10,10,0.0,No,2021-06-30 21:45:48.531146
Research Independent Study | CHEM 394,IND Section 12,2178,10,10,0.0,No,2021-06-30 21:45:50.834589
Research Independent Study | CHEM 394,IND Section 13,2179,10,10,0.0,No,2021-06-30 21:45:53.152528
Research Independent Study | CHEM 394,IND Section 14,2180,10,10,0.0,No,2021-06-30 21:45:55.489819
Research Independent Study | CHEM 394,IND Section 15,2181,10,10,0.0,No,2021-06-30 21:45:57.807437
Research Independent Study | CHEM 394,IND Section 16,2182,10,10,0.0,No,2021-06-30 21:46:00.130118
Research Independent Study | CHEM 394,IND Section 17,2183,10,10,0.0,No,2021-06-30 21:46:02.445847
Research Independent Study | CHEM 394,IND Section 18,2184,10,10,0.0,No,2021-06-30 21:46:04.830795
Research Independent Study | CHEM 394,IND Section 19,2185,10,10,0.0,No,2021-06-30 21:46:07.125560
Research Independent Study | CHEM 394,IND Section 20,2186,10,10,0.0,No,2021-06-30 21:46:09.444353
Research Independent Study | CHEM 394,IND Section 21,2187,21,21,0.0,No,2021-06-30 21:46:11.758906
Research Independent Study | CHEM 394,IND Section 22,2188,10,10,0.0,No,2021-06-30 21:46:14.090054
Analytical Chemistry | CHEM 401,Lecture Section 01,5012,50,50,0.0,No,2021-06-30 21:46:16.416783
Analytical Chemistry Laboratory | CHEM 401L,Laboratory Section 11,10136,12,12,0.0,No,2021-06-30 21:46:18.782821
Analytical Chemistry Laboratory | CHEM 401L,Laboratory Section 31,10137,12,12,0.0,No,2021-06-30 21:46:21.149221
Analytical Chemistry Laboratory | CHEM 401L,Laboratory Section 41,10138,12,12,0.0,No,2021-06-30 21:46:23.496021
Research Independent Study | CHEM 493,IND Section 01,2215,10,10,0.0,No,2021-06-30 21:46:25.833835
Research Independent Study | CHEM 493,IND Section 02,2216,10,10,0.0,No,2021-06-30 21:46:28.214194
Research Independent Study | CHEM 493,IND Section 03,2217,10,10,0.0,No,2021-06-30 21:46:30.514208
Research Independent Study | CHEM 493,IND Section 04,2218,10,10,0.0,No,2021-06-30 21:46:32.840954
Research Independent Study | CHEM 493,IND Section 05,2219,10,10,0.0,No,2021-06-30 21:46:35.165340
Research Independent Study | CHEM 493,IND Section 06,2220,10,10,0.0,No,2021-06-30 21:46:37.467351
Research Independent Study | CHEM 493,IND Section 07,2221,10,10,0.0,No,2021-06-30 21:46:39.797313
Research Independent Study | CHEM 493,IND Section 08,2222,10,10,0.0,No,2021-06-30 21:46:42.119772
Research Independent Study | CHEM 493,IND Section 09,2223,10,10,0.0,No,2021-06-30 21:46:44.552845
Research Independent Study | CHEM 493,IND Section 10,2224,10,10,0.0,No,2021-06-30 21:46:46.885575
Research Independent Study | CHEM 493,IND Section 11,2225,10,10,0.0,No,2021-06-30 21:46:49.230665
Research Independent Study | CHEM 493,IND Section 12,2226,10,10,0.0,No,2021-06-30 21:46:51.547986
Research Independent Study | CHEM 493,IND Section 13,2227,10,10,0.0,No,2021-06-30 21:46:53.978816
Research Independent Study | CHEM 493,IND Section 14,2228,10,10,0.0,No,2021-06-30 21:46:56.395050
Research Independent Study | CHEM 493,IND Section 15,2229,10,10,0.0,No,2021-06-30 21:46:58.869342
Research Independent Study | CHEM 493,IND Section 16,2230,10,10,0.0,No,2021-06-30 21:47:01.277708
Research Independent Study | CHEM 493,IND Section 17,2231,10,10,0.0,No,2021-06-30 21:47:03.703649
Research Independent Study | CHEM 493,IND Section 18,2232,10,10,0.0,No,2021-06-30 21:47:06.064557
Research Independent Study | CHEM 493,IND Section 19,2233,10,10,0.0,No,2021-06-30 21:47:08.391999
Research Independent Study | CHEM 493,IND Section 20,2234,10,10,0.0,No,2021-06-30 21:47:10.813515
Research Independent Study | CHEM 493,IND Section 21,2235,10,10,0.0,No,2021-06-30 21:47:13.410028
Research Independent Study | CHEM 493,IND Section 22,2236,10,10,0.0,No,2021-06-30 21:47:15.775984
