Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
First-Year Seminar | MATH 89S,SEM Section 01,5381,4,15,73.33333333333333,2021-06-27 17:29:53.030922
Independent Study | MATH 391,IND Section 02,5262,1,1,0.0,2021-06-27 17:33:04.813707
Independent Study | MATH 391,IND Section 03,5263,1,1,0.0,2021-06-27 17:33:07.178699
Independent Study | MATH 392,IND Section 01,5264,1,1,0.0,2021-06-27 17:33:09.640656
Independent Study | MATH 392,IND Section 02,5265,1,1,0.0,2021-06-27 17:33:12.021134
Research Independent Study | MATH 393,IND Section 01,5266,0,1,100.0,2021-06-27 17:33:14.465469
Research Independent Study | MATH 393,IND Section 02,5267,0,1,100.0,2021-06-27 17:33:16.822394
Research Independent Study | MATH 393,IND Section 03,5268,0,1,100.0,2021-06-27 17:33:19.144175
Research Independent Study | MATH 393,IND Section 04,5269,0,1,100.0,2021-06-27 17:33:21.511357
Research Independent Study | MATH 393,IND Section 05,5270,0,1,100.0,2021-06-27 17:33:23.865790
Research Independent Study | MATH 393,IND Section 06,5271,0,1,100.0,2021-06-27 17:33:26.248927
Research Independent Study | MATH 393,IND Section 07,5272,0,1,100.0,2021-06-27 17:33:28.637003
Research Independent Study | MATH 393,IND Section 08,5273,1,1,0.0,2021-06-27 17:33:31.067808
Research Independent Study | MATH 394,IND Section 01,5274,0,1,100.0,2021-06-27 17:33:33.510307
Research Independent Study | MATH 394,IND Section 02,5275,0,1,100.0,2021-06-27 17:33:35.955364
Research Independent Study | MATH 394,IND Section 03,5276,0,1,100.0,2021-06-27 17:33:38.287007
Research Independent Study | MATH 394,IND Section 04,5277,1,1,0.0,2021-06-27 17:33:40.605544
Research Independent Study | MATH 394,IND Section 05,5278,1,1,0.0,2021-06-27 17:33:42.925879
Introduction to Abstract Algebra | MATH 401,Lecture Section 01,5279,6,30,80.0,2021-06-27 17:33:45.247153
Advanced Linear Algebra | MATH 403,Lecture Section 01,5280,2,15,86.66666666666667,2021-06-27 17:33:47.589686
Advanced Linear Algebra | MATH 403,Lecture Section 02,10211,0,5,100.0,2021-06-27 17:33:49.955145
Mathematical Cryptography | MATH 404,Lecture Section 01,5281,11,30,63.33333333333333,2021-06-27 17:33:52.283846
Topology | MATH 411,Lecture Section 01,5282,16,30,46.666666666666664,2021-06-27 17:33:54.605969
Differential Geometry | MATH 421,Lecture Section 01,5283,17,30,43.333333333333336,2021-06-27 17:33:56.919219
Introduction to Real Analysis | MATH 431,Lecture Section 01,5284,5,35,85.71428571428571,2021-06-27 17:33:59.312342
Introduction to Partial Differential Equations | MATH 453,Lecture Section 01,5285,25,28,10.714285714285714,2021-06-27 17:34:01.651762
Mathematics of Machine Learning | MATH 466,Lecture Section 01,5286,3,30,90.0,2021-06-27 17:34:03.979775
Seminar in Mathematical Modeling with a Focus on Writing | MATH 477S,SEM Section 01,5287,6,15,60.0,2021-06-27 17:34:06.303840
Topics in Mathematics | MATH 490,Lecture Section 01,5288,23,30,23.333333333333332,2021-06-27 17:34:08.763086
Independent Study | MATH 491,IND Section 01,5289,0,1,100.0,2021-06-27 17:34:11.085811
Independent Study | MATH 491,IND Section 02,5290,1,1,0.0,2021-06-27 17:34:13.398911
Independent Study | MATH 491,IND Section 03,5291,1,1,0.0,2021-06-27 17:34:15.774568
Independent Study | MATH 492,IND Section 01,5292,1,1,0.0,2021-06-27 17:34:18.102469
Independent Study | MATH 492,IND Section 02,5293,1,1,0.0,2021-06-27 17:34:20.406342
Research Independent Study | MATH 493,IND Section 01,5294,0,1,100.0,2021-06-27 17:34:22.724276
Research Independent Study | MATH 493,IND Section 02,5295,0,1,100.0,2021-06-27 17:34:25.089735
Research Independent Study | MATH 493,IND Section 03,5296,1,1,0.0,2021-06-27 17:34:27.400944
Research Independent Study | MATH 493,IND Section 04,5297,1,1,0.0,2021-06-27 17:34:29.757298
Research Independent Study | MATH 493,IND Section 05,5298,1,1,0.0,2021-06-27 17:34:32.124714
Research Independent Study | MATH 493,IND Section 06,5299,1,1,0.0,2021-06-27 17:34:34.487514
Research Independent Study | MATH 493,IND Section 07,5300,1,1,0.0,2021-06-27 17:34:36.804567
Research Independent Study | MATH 493,IND Section 08,5301,1,1,0.0,2021-06-27 17:34:39.173896
Research Independent Study | MATH 493,IND Section 09,5302,1,1,0.0,2021-06-27 17:34:41.575769
Research Independent Study | MATH 493,IND Section 10,5303,1,1,0.0,2021-06-27 17:34:43.950016
Research Independent Study | MATH 493,IND Section 11,5304,1,1,0.0,2021-06-27 17:34:46.329190
Research Independent Study | MATH 493,IND Section 12,5305,1,1,0.0,2021-06-27 17:34:48.732618
Research Independent Study | MATH 493,IND Section 13,5306,1,1,0.0,2021-06-27 17:34:51.124052
Research Independent Study | MATH 493,IND Section 14,5307,1,1,0.0,2021-06-27 17:34:53.528879
Research Independent Study | MATH 493,IND Section 15,5308,1,1,0.0,2021-06-27 17:34:55.885617
Research Independent Study | MATH 494,IND Section 01,5309,0,1,100.0,2021-06-27 17:34:58.284749
Research Independent Study | MATH 494,IND Section 02,5310,0,1,100.0,2021-06-27 17:35:00.643644
Research Independent Study | MATH 494,IND Section 03,5311,0,1,100.0,2021-06-27 17:35:02.968847
Research Independent Study | MATH 494,IND Section 04,5312,1,1,0.0,2021-06-27 17:35:05.290186
Research Independent Study | MATH 494,IND Section 05,5313,1,1,0.0,2021-06-27 17:35:07.623344
Research Independent Study | MATH 494,IND Section 06,5314,1,1,0.0,2021-06-27 17:35:09.939241
First-Year Seminar | MATH 89S,SEM Section 01,5381,4,15,73.33333333333333,2021-06-27 18:25:31.413176
Laboratory Calculus and Functions I | MATH 105L,Lecture Section 001,5188,11,25,56.00000000000001,2021-06-27 18:25:33.793030
Laboratory Calculus and Functions I | MATH 105L,Laboratory Section 01L,5189,11,25,56.00000000000001,2021-06-27 18:25:36.172695
Laboratory Calculus and Functions II | MATH 106L,Lecture Section 001,5190,5,35,85.71428571428571,2021-06-27 18:25:38.597832
Laboratory Calculus and Functions II | MATH 106L,Lecture Section 002,5191,3,35,91.42857142857143,2021-06-27 18:25:41.009446
Laboratory Calculus and Functions II | MATH 106L,Laboratory Section 01L,5192,6,35,82.85714285714286,2021-06-27 18:25:43.398822
Laboratory Calculus and Functions II | MATH 106L,Laboratory Section 02L,5193,12,35,65.71428571428571,2021-06-27 18:25:45.761309
Laboratory Calculus and Functions II | MATH 106L,Laboratory Section 03L,10207,20,30,33.33333333333333,2021-06-27 18:25:48.156743
Laboratory Calculus I | MATH 111L,Lecture Section 001,5194,26,120,78.33333333333333,2021-06-27 18:25:50.488574
Laboratory Calculus I | MATH 111L,Laboratory Section 01L,5195,5,25,80.0,2021-06-27 18:25:52.827083
Laboratory Calculus I | MATH 111L,Laboratory Section 02L,5196,1,25,96.0,2021-06-27 18:25:55.185957
Laboratory Calculus I | MATH 111L,Laboratory Section 03L,5197,0,25,100.0,2021-06-27 18:25:57.576111
Laboratory Calculus I | MATH 111L,Laboratory Section 04L,5198,0,25,100.0,2021-06-27 18:25:59.919071
Laboratory Calculus II | MATH 112L,Lecture Section 001,5199,58,300,80.66666666666666,2021-06-27 18:26:02.252932
Laboratory Calculus II | MATH 112L,Laboratory Section 01L,5200,1,30,96.66666666666667,2021-06-27 18:26:04.599199
Laboratory Calculus II | MATH 112L,Laboratory Section 02L,5201,0,30,100.0,2021-06-27 18:26:06.969376
Laboratory Calculus II | MATH 112L,Laboratory Section 03L,5202,1,30,96.66666666666667,2021-06-27 18:26:09.338696
Laboratory Calculus II | MATH 112L,Laboratory Section 04L,5203,1,30,96.66666666666667,2021-06-27 18:26:11.832078
Laboratory Calculus II | MATH 112L,Laboratory Section 05L,5204,3,30,90.0,2021-06-27 18:26:14.235588
Laboratory Calculus II | MATH 112L,Laboratory Section 06L,5205,15,30,50.0,2021-06-27 18:26:16.586123
Laboratory Calculus II | MATH 112L,Laboratory Section 07L,5206,3,30,90.0,2021-06-27 18:26:18.965029
Laboratory Calculus II | MATH 112L,Laboratory Section 08L,5207,1,30,96.66666666666667,2021-06-27 18:26:21.345846
Laboratory Calculus II | MATH 112L,Laboratory Section 09L,5208,3,30,90.0,2021-06-27 18:26:23.764291
Math Everywhere: Mathematical Concepts and Reasoning in our Modern World | MATH 181,Lecture Section 01,5209,0,40,100.0,2021-06-27 18:26:26.231884
Math Everywhere: Mathematical Concepts and Reasoning in our Modern World | MATH 181,Lecture Section 02,5210,0,40,100.0,2021-06-27 18:26:28.601507
Independent Study | MATH 191,IND Section 01,5211,1,1,0.0,2021-06-27 18:26:30.979746
Independent Study | MATH 191,IND Section 02,5212,1,1,0.0,2021-06-27 18:26:33.401210
Multivariable Calculus for Economics | MATH 202D,Lecture Section 001,5213,0,120,100.0,2021-06-27 18:26:35.914674
Multivariable Calculus for Economics | MATH 202D,Discussion Section 01D,5214,0,30,100.0,2021-06-27 18:26:38.301708
Multivariable Calculus for Economics | MATH 202D,Discussion Section 02D,5215,0,30,100.0,2021-06-27 18:26:40.819228
Multivariable Calculus for Economics | MATH 202D,Discussion Section 03D,5216,0,30,100.0,2021-06-27 18:26:43.288848
Multivariable Calculus for Economics | MATH 202D,Discussion Section 04D,5217,0,30,100.0,2021-06-27 18:26:45.728543
Multivariable Calculus | MATH 212D,Lecture Section 001,5218,132,200,34.0,2021-06-27 18:26:48.131664
Multivariable Calculus | MATH 212D,Discussion Section 01D,5219,6,18,66.66666666666666,2021-06-27 18:26:50.519974
Multivariable Calculus | MATH 212D,Discussion Section 02D,5220,2,18,88.88888888888889,2021-06-27 18:26:52.893890
Multivariable Calculus | MATH 212D,Discussion Section 05D,5223,2,18,88.88888888888889,2021-06-27 18:26:55.271718
Multivariable Calculus | MATH 212D,Discussion Section 07D,5225,10,18,44.44444444444444,2021-06-27 18:26:57.646615
Multivariable Calculus | MATH 212D,Discussion Section 08D,5226,2,18,88.88888888888889,2021-06-27 18:26:59.959678
Linear Algebra and Differential Equations | MATH 216,Lecture Section 001,5227,28,200,86.0,2021-06-27 18:27:02.303045
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 01D,5228,0,20,100.0,2021-06-27 18:27:04.640592
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 02D,5229,0,20,100.0,2021-06-27 18:27:06.998664
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 03D,5230,0,20,100.0,2021-06-27 18:27:09.359568
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 04D,5231,3,20,85.0,2021-06-27 18:27:11.782052
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 05D,5232,17,20,15.0,2021-06-27 18:27:14.184340
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 06D,5233,0,20,100.0,2021-06-27 18:27:16.685824
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 07D,5234,0,20,100.0,2021-06-27 18:27:19.191344
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 08D,5235,0,20,100.0,2021-06-27 18:27:21.531972
Linear Algebra and Differential Equations (Discussion) | MATH 216D,Discussion Section 09D,5236,0,20,100.0,2021-06-27 18:27:23.962758
Matrices and Vectors | MATH 218-2,Lecture Section 01,10208,3,30,90.0,2021-06-27 18:27:26.321775
Matrices and Vectors | MATH 218-2,Lecture Section 03,10210,2,36,94.44444444444444,2021-06-27 18:27:28.677336
Matrices and Vector Spaces | MATH 218D,Lecture Section 001,5237,10,120,91.66666666666666,2021-06-27 18:27:30.984727
Matrices and Vector Spaces | MATH 218D,Discussion Section 01D,5238,0,25,100.0,2021-06-27 18:27:33.322659
Matrices and Vector Spaces | MATH 218D,Discussion Section 02D,5239,0,25,100.0,2021-06-27 18:27:35.668171
Matrices and Vector Spaces | MATH 218D,Discussion Section 03D,5240,0,25,100.0,2021-06-27 18:27:37.968138
Matrices and Vector Spaces | MATH 218D,Discussion Section 04D,5241,0,30,100.0,2021-06-27 18:27:40.274583
Linear Algebra and Applications | MATH 221,Lecture Section 01,5242,1,30,96.66666666666667,2021-06-27 18:27:42.594062
Linear Algebra and Applications | MATH 221,Lecture Section 02,5243,11,30,63.33333333333333,2021-06-27 18:27:44.901266
Advanced Multivariable Calculus | MATH 222,Lecture Section 01,5244,0,29,100.0,2021-06-27 18:27:47.219374
Advanced Multivariable Calculus | MATH 222,Lecture Section 02,5245,6,25,76.0,2021-06-27 18:27:49.612729
"Probability for Statistical Inference, Modeling, and Data Analysis | MATH 228L",Lecture Section 001,4970,10,30,66.66666666666666,2021-06-27 18:27:52.110193
"Probability for Statistical Inference, Modeling, and Data Analysis | MATH 228L",Laboratory Section 01L,4971,9,25,64.0,2021-06-27 18:27:54.595169
"Probability for Statistical Inference, Modeling, and Data Analysis | MATH 228L",Laboratory Section 02L,4972,1,5,80.0,2021-06-27 18:27:57.129816
Probability | MATH 230,Lecture Section 01,5246,7,140,95.0,2021-06-27 18:27:59.701552
Probability | MATH 230,Lecture Section 03,5389,11,35,68.57142857142857,2021-06-27 18:28:02.333262
Fundamentals of Data Analysis and Decision Science | MATH 238L,Lecture Section 001,5248,1,25,96.0,2021-06-27 18:28:04.851487
Fundamentals of Data Analysis and Decision Science | MATH 238L,Laboratory Section 01L,5249,1,25,96.0,2021-06-27 18:28:07.397709
"Introduction to Applied Mathematics: Modeling, Equations and Proofs | MATH 240",Lecture Section 01,5250,7,30,76.66666666666667,2021-06-27 18:28:10.112096
Python Programming in Mathematics | MATH 260,Lecture Section 01,5251,8,15,46.666666666666664,2021-06-27 18:28:12.718030
Python Programming in Mathematics | MATH 260,Lecture Section 02,5252,8,15,46.666666666666664,2021-06-27 18:28:15.181390
Mathematical and interdisciplinary modeling seminar | MATH 282S,SEM Section 01,9799,4,18,77.77777777777779,2021-06-27 18:28:17.723815
Special Topics in Mathematics | MATH 290,Lecture Section 01,5253,17,30,43.333333333333336,2021-06-27 18:28:20.540757
Advanced Introduction to Probability | MATH 340,Lecture Section 01,5254,4,30,86.66666666666667,2021-06-27 18:28:23.109451
Theory and Methods of Statistical Learning and Inference | MATH 343,Lecture Section 01,4973,1,50,98.0,2021-06-27 18:28:25.492360
Ordinary and Partial Differential Equations | MATH 353,Lecture Section 01,5255,2,25,92.0,2021-06-27 18:28:27.828517
Ordinary and Partial Differential Equations | MATH 353,Lecture Section 02,5256,9,25,64.0,2021-06-27 18:28:30.157233
Ordinary and Partial Differential Equations | MATH 353,Lecture Section 03,5257,7,25,72.0,2021-06-27 18:28:32.471826
Ordinary and Partial Differential Equations | MATH 353,Lecture Section 04,5258,10,25,60.0,2021-06-27 18:28:34.837675
Elementary Differential Equations | MATH 356,Lecture Section 01,5259,4,28,85.71428571428571,2021-06-27 18:28:37.161299
Mathematical Numerical Analysis | MATH 361S,SEM Section 01,5260,6,15,60.0,2021-06-27 18:28:39.486201
Independent Study | MATH 391,IND Section 01,5261,1,1,0.0,2021-06-27 18:28:41.874223
Independent Study | MATH 391,IND Section 02,5262,1,1,0.0,2021-06-27 18:28:44.243514
Independent Study | MATH 391,IND Section 03,5263,1,1,0.0,2021-06-27 18:28:46.746172
Independent Study | MATH 392,IND Section 01,5264,1,1,0.0,2021-06-27 18:28:49.077074
Independent Study | MATH 392,IND Section 02,5265,1,1,0.0,2021-06-27 18:28:51.425743
Research Independent Study | MATH 393,IND Section 01,5266,0,1,100.0,2021-06-27 18:28:53.874156
Research Independent Study | MATH 393,IND Section 02,5267,0,1,100.0,2021-06-27 18:28:56.230048
Research Independent Study | MATH 393,IND Section 03,5268,0,1,100.0,2021-06-27 18:28:58.609815
Research Independent Study | MATH 393,IND Section 04,5269,0,1,100.0,2021-06-27 18:29:00.988289
Research Independent Study | MATH 393,IND Section 05,5270,0,1,100.0,2021-06-27 18:29:03.360409
Research Independent Study | MATH 393,IND Section 06,5271,0,1,100.0,2021-06-27 18:29:05.840784
Research Independent Study | MATH 393,IND Section 07,5272,0,1,100.0,2021-06-27 18:29:08.173382
Research Independent Study | MATH 393,IND Section 08,5273,1,1,0.0,2021-06-27 18:29:10.506415
Research Independent Study | MATH 394,IND Section 01,5274,0,1,100.0,2021-06-27 18:29:12.974346
Research Independent Study | MATH 394,IND Section 02,5275,0,1,100.0,2021-06-27 18:29:15.579244
Research Independent Study | MATH 394,IND Section 03,5276,0,1,100.0,2021-06-27 18:29:18.297997
Research Independent Study | MATH 394,IND Section 04,5277,1,1,0.0,2021-06-27 18:29:20.860398
Research Independent Study | MATH 394,IND Section 05,5278,1,1,0.0,2021-06-27 18:29:23.418763
Introduction to Abstract Algebra | MATH 401,Lecture Section 01,5279,6,30,80.0,2021-06-27 18:29:26.053432
Advanced Linear Algebra | MATH 403,Lecture Section 01,5280,2,15,86.66666666666667,2021-06-27 18:29:28.552554
Advanced Linear Algebra | MATH 403,Lecture Section 02,10211,0,5,100.0,2021-06-27 18:29:31.115051
Mathematical Cryptography | MATH 404,Lecture Section 01,5281,11,30,63.33333333333333,2021-06-27 18:29:33.527415
Topology | MATH 411,Lecture Section 01,5282,16,30,46.666666666666664,2021-06-27 18:29:36.010054
Differential Geometry | MATH 421,Lecture Section 01,5283,17,30,43.333333333333336,2021-06-27 18:29:38.440795
Introduction to Real Analysis | MATH 431,Lecture Section 01,5284,5,35,85.71428571428571,2021-06-27 18:29:40.816505
Introduction to Partial Differential Equations | MATH 453,Lecture Section 01,5285,25,28,10.714285714285714,2021-06-27 18:29:43.169638
Mathematics of Machine Learning | MATH 466,Lecture Section 01,5286,3,30,90.0,2021-06-27 18:29:45.494893
Seminar in Mathematical Modeling with a Focus on Writing | MATH 477S,SEM Section 01,5287,6,15,60.0,2021-06-27 18:29:47.910056
Topics in Mathematics | MATH 490,Lecture Section 01,5288,23,30,23.333333333333332,2021-06-27 18:29:50.301813
Independent Study | MATH 491,IND Section 01,5289,0,1,100.0,2021-06-27 18:29:52.661772
Independent Study | MATH 491,IND Section 02,5290,1,1,0.0,2021-06-27 18:29:54.971877
Independent Study | MATH 491,IND Section 03,5291,1,1,0.0,2021-06-27 18:29:57.304791
Independent Study | MATH 492,IND Section 01,5292,1,1,0.0,2021-06-27 18:29:59.619337
Independent Study | MATH 492,IND Section 02,5293,1,1,0.0,2021-06-27 18:30:01.972745
