Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
Research Independent Study in Science Education | PHARM 293,IND Section 01,1381,1,1,0.0,No,2021-07-01 11:20:39.316262
Research Independent Study | PHARM 493,IND Section 43,1369,3,3,0.0,No,2021-07-01 11:23:05.239353
Research Independent Study | PHARM 493,IND Section 44,1370,2,2,0.0,No,2021-07-01 11:23:07.627787
Research Independent Study | PHARM 493,IND Section 45,1371,2,2,0.0,No,2021-07-01 11:23:09.947530
Research Independent Study | PHARM 493,IND Section 46,1372,2,2,0.0,No,2021-07-01 11:23:12.253267
Research Independent Study | PHARM 493,IND Section 47,1373,2,2,0.0,No,2021-07-01 11:23:14.580924
Research Independent Study | PHARM 493,IND Section 48,1374,2,2,0.0,No,2021-07-01 11:23:16.901163
Research Independent Study | PHARM 493,IND Section 49,1375,1,1,0.0,No,2021-07-01 11:23:19.232648
Research Independent Study | PHARM 494,IND Section 01,1337,2,2,0.0,No,2021-07-01 11:23:21.532665
Research Independent Study | PHARM 494,IND Section 02,1338,2,2,0.0,No,2021-07-01 11:23:23.852472
Research Independent Study | PHARM 495,IND Section 01,1376,1,1,0.0,No,2021-07-01 11:23:26.179429
Research Independent Study | PHARM 495,IND Section 02,1377,1,1,0.0,No,2021-07-01 11:23:28.521212
Research Independent Study | PHARM 495,IND Section 03,1378,2,2,0.0,No,2021-07-01 11:23:30.884399
Research Independent Study | PHARM 495,IND Section 04,1379,2,2,0.0,No,2021-07-01 11:23:33.239156
Research Independent Study in Science Education | PHARM 293,IND Section 01,1381,1,1,0.0,No,2021-07-01 17:43:35.238136
Pharmacology: Drug Actions and Reactions | PHARM 350,Lecture Section 01,5583,14,14,0.0,No,2021-07-01 17:43:37.749380
Research Independent Study | PHARM 393,IND Section 01,1382,2,2,0.0,No,2021-07-01 17:43:40.263221
Research Independent Study | PHARM 393,IND Section 02,1383,2,2,0.0,No,2021-07-01 17:43:42.800359
Research Independent Study | PHARM 393,IND Section 03,1384,2,2,0.0,No,2021-07-01 17:43:45.248550
Research Independent Study | PHARM 393,IND Section 04,1385,2,2,0.0,No,2021-07-01 17:43:47.770286
Research Independent Study | PHARM 393,IND Section 05,1386,2,2,0.0,No,2021-07-01 17:43:50.196370
Research Independent Study | PHARM 393,IND Section 06,1387,2,2,0.0,No,2021-07-01 17:43:52.561447
Research Independent Study | PHARM 393,IND Section 07,1388,2,2,0.0,No,2021-07-01 17:43:54.927247
Research Independent Study | PHARM 393,IND Section 08,1389,2,2,0.0,No,2021-07-01 17:43:57.363068
Research Independent Study | PHARM 393,IND Section 09,1390,2,2,0.0,No,2021-07-01 17:43:59.783815
Research Independent Study | PHARM 393,IND Section 10,1391,2,2,0.0,No,2021-07-01 17:44:02.182649
Research Independent Study | PHARM 393,IND Section 11,1392,2,2,0.0,No,2021-07-01 17:44:04.564467
Research Independent Study | PHARM 393,IND Section 12,1393,2,2,0.0,No,2021-07-01 17:44:06.976243
Research Independent Study | PHARM 393,IND Section 13,1394,2,2,0.0,No,2021-07-01 17:44:09.362113
Research Independent Study | PHARM 393,IND Section 14,1395,2,2,0.0,No,2021-07-01 17:44:11.747285
Research Independent Study | PHARM 393,IND Section 15,1396,2,2,0.0,No,2021-07-01 17:44:14.194698
Research Independent Study | PHARM 393,IND Section 16,1397,2,2,0.0,No,2021-07-01 17:44:16.648820
Research Independent Study | PHARM 393,IND Section 17,1398,2,2,0.0,No,2021-07-01 17:44:19.075746
Research Independent Study | PHARM 393,IND Section 18,1399,2,2,0.0,No,2021-07-01 17:44:21.455460
Research Independent Study | PHARM 393,IND Section 19,1400,2,2,0.0,No,2021-07-01 17:44:23.801158
Research Independent Study | PHARM 393,IND Section 20,1401,2,2,0.0,No,2021-07-01 17:44:26.136675
Research Independent Study | PHARM 393,IND Section 21,1402,2,2,0.0,No,2021-07-01 17:44:28.550151
Research Independent Study | PHARM 393,IND Section 22,1403,1,1,0.0,No,2021-07-01 17:44:30.953429
Research Independent Study | PHARM 393,IND Section 23,1404,2,2,0.0,No,2021-07-01 17:44:33.271102
Research Independent Study | PHARM 393,IND Section 24,1405,2,2,0.0,No,2021-07-01 17:44:35.624391
Research Independent Study | PHARM 393,IND Section 25,1406,2,2,0.0,No,2021-07-01 17:44:37.977180
Research Independent Study | PHARM 393,IND Section 40,1407,2,2,0.0,No,2021-07-01 17:44:40.324913
Research Independent Study | PHARM 393,IND Section 41,1408,2,2,0.0,No,2021-07-01 17:44:42.695590
Research Independent Study | PHARM 394,IND Section 01,1409,2,2,0.0,No,2021-07-01 17:44:45.172819
Research Independent Study | PHARM 394,IND Section 02,1410,2,2,0.0,No,2021-07-01 17:44:47.598113
Research Independent Study | PHARM 493,IND Section 01,1339,2,2,0.0,No,2021-07-01 17:44:50.020325
Research Independent Study | PHARM 493,IND Section 02,1340,2,2,0.0,No,2021-07-01 17:44:52.425308
Research Independent Study | PHARM 493,IND Section 03,1341,2,2,0.0,No,2021-07-01 17:44:54.813922
Research Independent Study | PHARM 493,IND Section 04,1342,2,2,0.0,No,2021-07-01 17:44:57.163420
Research Independent Study | PHARM 493,IND Section 05,1343,2,2,0.0,No,2021-07-01 17:44:59.475535
Research Independent Study | PHARM 493,IND Section 06,1344,2,2,0.0,No,2021-07-01 17:45:01.789943
Research Independent Study | PHARM 493,IND Section 07,1345,2,2,0.0,No,2021-07-01 17:45:04.108920
Research Independent Study | PHARM 493,IND Section 08,1346,3,3,0.0,No,2021-07-01 17:45:06.508875
Research Independent Study | PHARM 493,IND Section 09,1347,2,2,0.0,No,2021-07-01 17:45:08.909547
Research Independent Study | PHARM 493,IND Section 10,1348,1,1,0.0,No,2021-07-01 17:45:11.420420
Research Independent Study | PHARM 493,IND Section 11,1349,2,2,0.0,No,2021-07-01 17:45:13.886935
Research Independent Study | PHARM 493,IND Section 12,1350,2,2,0.0,No,2021-07-01 17:45:16.346772
Research Independent Study | PHARM 493,IND Section 13,1351,2,2,0.0,No,2021-07-01 17:45:18.773199
Research Independent Study | PHARM 493,IND Section 14,1352,2,2,0.0,No,2021-07-01 17:45:21.176201
Research Independent Study | PHARM 493,IND Section 15,1353,2,2,0.0,No,2021-07-01 17:45:23.815510
Research Independent Study | PHARM 493,IND Section 16,1354,2,2,0.0,No,2021-07-01 17:45:26.688302
Research Independent Study | PHARM 493,IND Section 17,1355,2,2,0.0,No,2021-07-01 17:45:29.539580
Research Independent Study | PHARM 493,IND Section 18,1356,2,2,0.0,No,2021-07-01 17:45:32.739826
Research Independent Study | PHARM 493,IND Section 19,1357,2,2,0.0,No,2021-07-01 17:45:35.677196
Research Independent Study | PHARM 493,IND Section 20,1358,2,2,0.0,No,2021-07-01 17:45:38.026285
Research Independent Study | PHARM 493,IND Section 21,1359,2,2,0.0,No,2021-07-01 17:45:40.425696
Research Independent Study | PHARM 493,IND Section 22,1360,2,2,0.0,No,2021-07-01 17:45:42.889974
Research Independent Study | PHARM 493,IND Section 23,1361,2,2,0.0,No,2021-07-01 17:45:45.335221
Research Independent Study | PHARM 493,IND Section 24,1362,2,2,0.0,No,2021-07-01 17:45:47.992617
Research Independent Study | PHARM 493,IND Section 25,1363,3,3,0.0,No,2021-07-01 17:45:50.429397
Research Independent Study | PHARM 493,IND Section 26,1364,2,2,0.0,No,2021-07-01 17:45:52.818465
Research Independent Study | PHARM 493,IND Section 27,1365,2,2,0.0,No,2021-07-01 17:45:55.234985
Research Independent Study | PHARM 493,IND Section 40,1366,1,1,0.0,No,2021-07-01 17:45:57.613301
Research Independent Study | PHARM 493,IND Section 41,1367,3,3,0.0,No,2021-07-01 17:45:59.956283
Research Independent Study | PHARM 493,IND Section 42,1368,1,1,0.0,No,2021-07-01 17:46:02.309190
Research Independent Study | PHARM 493,IND Section 43,1369,3,3,0.0,No,2021-07-01 17:46:04.695079
Research Independent Study | PHARM 493,IND Section 44,1370,2,2,0.0,No,2021-07-01 17:46:07.167171
Research Independent Study | PHARM 493,IND Section 45,1371,2,2,0.0,No,2021-07-01 17:46:09.735430
Research Independent Study | PHARM 493,IND Section 46,1372,2,2,0.0,No,2021-07-01 17:46:12.222411
Research Independent Study | PHARM 493,IND Section 47,1373,2,2,0.0,No,2021-07-01 17:46:14.696265
Research Independent Study | PHARM 493,IND Section 48,1374,2,2,0.0,No,2021-07-01 17:46:17.170098
Research Independent Study | PHARM 493,IND Section 49,1375,1,1,0.0,No,2021-07-01 17:46:19.553861
Research Independent Study | PHARM 494,IND Section 01,1337,2,2,0.0,No,2021-07-01 17:46:21.900725
Research Independent Study | PHARM 494,IND Section 02,1338,2,2,0.0,No,2021-07-01 17:46:24.258067
Research Independent Study | PHARM 495,IND Section 01,1376,1,1,0.0,No,2021-07-01 17:46:26.665657
Research Independent Study | PHARM 495,IND Section 02,1377,1,1,0.0,No,2021-07-01 17:46:28.988013
Research Independent Study | PHARM 495,IND Section 03,1378,2,2,0.0,No,2021-07-01 17:46:31.403166
Research Independent Study | PHARM 495,IND Section 04,1379,2,2,0.0,No,2021-07-01 17:46:33.920283
