Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
"History of Computing, Cryptography, and Robotic Devices | COMPSCI 93",Lecture Section 001,5278,45,45,0.0,No,2021-06-30 21:40:47.417747
Digital Systems | COMPSCI 350L,Laboratory Section 06L,9721,10,10,0.0,No,2021-06-30 21:44:06.579904
Computer Security | COMPSCI 351,Lecture Section 01,5273,50,50,0.0,Yes,2021-06-30 21:44:09.060485
Computer Network Architecture | COMPSCI 356,Lecture Section 01,5221,40,40,0.0,No,2021-06-30 21:44:11.687592
Elements of Machine Learning | COMPSCI 371D,Lecture Section 001,5245,150,150,0.0,No,2021-06-30 21:44:14.182438
Elements of Machine Learning | COMPSCI 371D,Discussion Section 01D,5246,50,50,0.0,No,2021-06-30 21:44:16.644054
Elements of Machine Learning | COMPSCI 371D,Discussion Section 02D,5247,50,50,0.0,No,2021-06-30 21:44:19.184969
Elements of Machine Learning | COMPSCI 371D,Discussion Section 03D,5248,50,50,0.0,No,2021-06-30 21:44:21.793955
Topics in Computer Science | COMPSCI 390,Lecture Section 01,5233,50,50,0.0,No,2021-06-30 21:44:24.204768
Independent Study | COMPSCI 391,IND Section 01,1307,4,4,0.0,No,2021-06-30 21:44:26.635032
Independent Study | COMPSCI 391,IND Section 02,1308,2,2,0.0,No,2021-06-30 21:44:29.075063
Independent Study | COMPSCI 391,IND Section 03,1309,4,4,0.0,No,2021-06-30 21:44:31.420774
Independent Study | COMPSCI 391,IND Section 04,1310,4,4,0.0,No,2021-06-30 21:44:33.766877
Independent Study | COMPSCI 391,IND Section 05,1311,3,3,0.0,No,2021-06-30 21:44:36.089614
Independent Study | COMPSCI 391,IND Section 06,1312,2,2,0.0,No,2021-06-30 21:44:38.470500
Independent Study | COMPSCI 391,IND Section 07,1313,2,2,0.0,No,2021-06-30 21:44:40.789299
Independent Study | COMPSCI 391,IND Section 08,1314,2,2,0.0,No,2021-06-30 21:44:43.138724
Independent Study | COMPSCI 391,IND Section 09,1315,2,2,0.0,No,2021-06-30 21:44:45.468737
Independent Study | COMPSCI 391,IND Section 10,1316,2,2,0.0,No,2021-06-30 21:44:47.822209
Independent Study | COMPSCI 391,IND Section 11,1317,2,2,0.0,No,2021-06-30 21:44:50.167115
Independent Study | COMPSCI 391,IND Section 12,1318,2,2,0.0,No,2021-06-30 21:44:52.473705
Independent Study | COMPSCI 391,IND Section 13,1319,2,2,0.0,No,2021-06-30 21:44:54.800395
Independent Study | COMPSCI 391,IND Section 14,1320,2,2,0.0,No,2021-06-30 21:44:57.166095
Independent Study | COMPSCI 391,IND Section 15,1321,4,4,0.0,No,2021-06-30 21:44:59.487844
Independent Study | COMPSCI 391,IND Section 16,1322,2,2,0.0,No,2021-06-30 21:45:01.936066
Independent Study | COMPSCI 391,IND Section 17,1323,2,2,0.0,No,2021-06-30 21:45:04.366330
Independent Study | COMPSCI 391,IND Section 18,1324,2,2,0.0,No,2021-06-30 21:45:06.719825
Independent Study | COMPSCI 391,IND Section 19,1325,2,2,0.0,No,2021-06-30 21:45:09.098655
Independent Study | COMPSCI 391,IND Section 20,1326,2,2,0.0,No,2021-06-30 21:45:11.471770
Independent Study | COMPSCI 391,IND Section 21,1327,3,3,0.0,No,2021-06-30 21:45:13.833405
Independent Study | COMPSCI 391,IND Section 22,1328,3,3,0.0,No,2021-06-30 21:45:16.270839
Independent Study | COMPSCI 391,IND Section 23,1329,3,3,0.0,No,2021-06-30 21:45:18.811893
Independent Study | COMPSCI 391,IND Section 24,1330,3,3,0.0,No,2021-06-30 21:45:21.224489
Independent Study | COMPSCI 391,IND Section 25,1331,3,3,0.0,No,2021-06-30 21:45:23.624181
Independent Study | COMPSCI 391,IND Section 26,1332,3,3,0.0,No,2021-06-30 21:45:25.990459
Independent Study | COMPSCI 391,IND Section 27,1333,3,3,0.0,No,2021-06-30 21:45:28.338936
Independent Study | COMPSCI 391,IND Section 28,1334,3,3,0.0,No,2021-06-30 21:45:30.681796
Independent Study | COMPSCI 391,IND Section 29,1335,3,3,0.0,No,2021-06-30 21:45:33.054016
Independent Study | COMPSCI 391,IND Section 30,1336,3,3,0.0,No,2021-06-30 21:45:35.402993
Research Independent Study | COMPSCI 393,IND Section 01,1412,2,2,0.0,No,2021-06-30 21:45:37.760629
Research Independent Study | COMPSCI 393,IND Section 02,1413,2,2,0.0,No,2021-06-30 21:45:40.097294
Research Independent Study | COMPSCI 393,IND Section 03,1414,2,2,0.0,No,2021-06-30 21:45:42.431922
Research Independent Study | COMPSCI 393,IND Section 04,1415,7,7,0.0,No,2021-06-30 21:45:44.825595
Research Independent Study | COMPSCI 393,IND Section 05,1416,2,2,0.0,No,2021-06-30 21:45:47.173096
Research Independent Study | COMPSCI 393,IND Section 06,1417,2,2,0.0,No,2021-06-30 21:45:49.703547
Research Independent Study | COMPSCI 393,IND Section 07,1418,18,18,0.0,No,2021-06-30 21:45:52.056572
Research Independent Study | COMPSCI 393,IND Section 08,1419,2,2,0.0,No,2021-06-30 21:45:54.404559
Research Independent Study | COMPSCI 393,IND Section 09,1420,2,2,0.0,No,2021-06-30 21:45:56.733687
Research Independent Study | COMPSCI 393,IND Section 10,1421,2,2,0.0,No,2021-06-30 21:45:59.084477
Research Independent Study | COMPSCI 393,IND Section 11,1422,2,2,0.0,No,2021-06-30 21:46:01.424045
Research Independent Study | COMPSCI 393,IND Section 12,1423,5,5,0.0,No,2021-06-30 21:46:03.796928
Research Independent Study | COMPSCI 393,IND Section 13,1424,2,2,0.0,No,2021-06-30 21:46:06.198954
Research Independent Study | COMPSCI 393,IND Section 14,1425,2,2,0.0,No,2021-06-30 21:46:08.584645
Research Independent Study | COMPSCI 393,IND Section 15,1426,2,2,0.0,No,2021-06-30 21:46:10.951051
Research Independent Study | COMPSCI 393,IND Section 16,1427,2,2,0.0,No,2021-06-30 21:46:13.317690
Research Independent Study | COMPSCI 393,IND Section 17,1428,2,2,0.0,No,2021-06-30 21:46:15.650329
Research Independent Study | COMPSCI 393,IND Section 18,1429,2,2,0.0,No,2021-06-30 21:46:18.014465
Research Independent Study | COMPSCI 393,IND Section 19,1430,2,2,0.0,No,2021-06-30 21:46:20.362969
Research Independent Study | COMPSCI 393,IND Section 20,1431,2,2,0.0,No,2021-06-30 21:46:22.716799
Research Independent Study | COMPSCI 393,IND Section 21,1432,2,2,0.0,No,2021-06-30 21:46:25.074844
Research Independent Study | COMPSCI 393,IND Section 22,1433,2,2,0.0,No,2021-06-30 21:46:27.440988
Research Independent Study | COMPSCI 393,IND Section 23,1434,2,2,0.0,No,2021-06-30 21:46:29.782536
Research Independent Study | COMPSCI 393,IND Section 24,1435,2,2,0.0,No,2021-06-30 21:46:32.163455
Research Independent Study | COMPSCI 393,IND Section 25,1436,2,2,0.0,No,2021-06-30 21:46:34.522168
Research Independent Study | COMPSCI 393,IND Section 26,1437,2,2,0.0,No,2021-06-30 21:46:36.857879
Research Independent Study | COMPSCI 393,IND Section 27,1438,2,2,0.0,No,2021-06-30 21:46:39.224286
Research Independent Study | COMPSCI 393,IND Section 28,1439,2,2,0.0,No,2021-06-30 21:46:41.567431
Research Independent Study | COMPSCI 393,IND Section 29,1440,2,2,0.0,No,2021-06-30 21:46:43.973886
Research Independent Study | COMPSCI 393,IND Section 30,1441,2,2,0.0,No,2021-06-30 21:46:46.329930
Research Independent Study | COMPSCI 393,IND Section 31,1442,1,1,0.0,No,2021-06-30 21:46:48.733087
Research Independent Study | COMPSCI 393,IND Section 32,1443,1,1,0.0,No,2021-06-30 21:46:51.122082
Research Independent Study | COMPSCI 393,IND Section 33,1444,1,1,0.0,No,2021-06-30 21:46:53.552833
Research Independent Study | COMPSCI 393,IND Section 34,1445,1,1,0.0,No,2021-06-30 21:46:55.926438
Research Independent Study | COMPSCI 393,IND Section 35,1446,1,1,0.0,No,2021-06-30 21:46:58.416920
Topological Data Analysis | COMPSCI 434,Lecture Section 01,4842,25,25,0.0,No,2021-06-30 21:47:00.850014
Introduction to High Dimensional Data Analysis | COMPSCI 445,Lecture Section 01,4844,40,40,0.0,No,2021-06-30 21:47:03.235498
